Date,Appliance,Daily Consumption (kWh),Daily Cost (INR)
2023-01-07,Fridge,2.423893291490275,13.331413103196514
2023-01-07,AC,29.256096424306524,160.9085303336859
2023-01-07,Fan,1.8416317449705761,10.12897459733817
2023-01-07,Light,0.2054758903550337,1.1301173969526852
2023-01-07,TV,0.7554366457230942,4.1549015514770185
2023-01-07,Fridge,3.0909371971329067,17.000154584230987
2023-01-07,AC,34.44301712920926,189.43659421065092
2023-01-07,Fan,1.7856587951367606,9.821123373252183
2023-01-07,Light,0.4567774315266042,2.512275873396323
2023-01-07,TV,1.203316219149546,6.618239205322502
2023-01-07,Fridge,3.1087754759795136,17.098265117887326
2023-01-07,AC,31.21209879789265,171.6665433884096
2023-01-07,Fan,1.6701755556866082,9.185965556276345
2023-01-07,Light,0.43820626102620985,2.4101344356441543
2023-01-07,TV,0.7551765366037276,4.153470951320502
2023-01-07,Fridge,3.079531769428183,16.937424731855007
2023-01-07,AC,26.889626457983315,147.89294551890822
2023-01-07,Fan,1.309872114239973,7.2042966283198515
2023-01-07,Light,0.12009342055721367,0.6605138130646752
2023-01-08,TV,1.1981576726459366,6.589867199552652
2023-01-08,Fridge,2.7179060674422018,14.94848337093211
2023-01-08,AC,35.722445261460145,196.4734489380308
2023-01-08,Fan,1.8495956611101063,10.172776136105584
2023-01-08,Light,0.17310216026757133,0.9520618814716423
2023-01-08,TV,0.8321450142633785,4.5767975784485815
2023-01-08,Fridge,2.6851328785337962,14.76823083193588
2023-01-08,AC,23.897120097952385,131.43416053873813
2023-01-08,Fan,1.6673692988311746,9.170531143571461
2023-01-08,Light,0.2941133398687674,1.617623369278221
2023-01-08,TV,1.0549310076967238,5.802120542331981
2023-01-08,Fridge,3.560486561730935,19.58267608952014
2023-01-08,AC,28.402579068485164,156.2141848766684
2023-01-08,Fan,1.2533203397109256,6.893261868410091
2023-01-08,Light,0.4361592831412539,2.3988760572768966
2023-01-08,TV,1.0686422112805656,5.877532162043111
2023-01-08,Fridge,3.4053233337346334,18.729278335540485
2023-01-08,AC,19.562889216341073,107.5958906898759
2023-01-08,Fan,1.5311370007340779,8.421253504037429
2023-01-08,Light,0.25740884521624663,1.4157486486893565
2023-01-08,TV,1.372191942343001,7.547055682886505
2023-01-08,Fridge,3.453914139605235,18.996527767828795
2023-01-08,AC,30.610427885531486,168.35735337042317
2023-01-08,Fan,1.2318361079474758,6.775098593711117
2023-01-08,Light,0.30933509000928194,1.7013429950510508
2023-01-09,TV,1.0647440078200407,5.856092043010224
2023-01-09,Fridge,3.0859864342130168,16.972925388171593
2023-01-09,AC,21.065790127853703,115.86184570319537
2023-01-09,Fan,1.4886293576721525,8.187461467196838
2023-01-09,Light,0.32783708227780856,1.803103952527947
2023-01-09,TV,0.8242812109924226,4.533546660458324
2023-01-09,Fridge,2.4620131727311363,13.54107245002125
2023-01-09,AC,31.676934196370045,174.22313808003526
2023-01-09,Fan,1.5001169183686065,8.250643051027335
2023-01-09,Light,0.19383173292215422,1.0660745310718482
2023-01-09,TV,0.8445581441319607,4.645069792725784
2023-01-09,Fridge,2.849394867479675,15.671671771138213
2023-01-09,AC,33.404635419008436,183.7254948045464
2023-01-09,Fan,1.3984875625159692,7.6916815938378305
2023-01-09,Light,0.33973329388539086,1.8685331163696497
2023-01-09,TV,0.7907966999612468,4.349381849786857
2023-01-09,Fridge,2.448285360592947,13.465569483261207
2023-01-09,AC,27.458480493409255,151.0216427137509
2023-01-09,Fan,1.7831956998941751,9.807576349417964
2023-01-09,Light,0.3388168001256763,1.8634924006912195
2023-01-09,TV,1.039286836241515,5.716077599328333
2023-01-09,Fridge,3.57657607863904,19.67116843251472
2023-01-09,AC,27.596608912844193,151.78134902064306
2023-01-09,Fan,1.331755640395679,7.324656022176234
2023-01-09,Light,0.3668729236272425,2.017801079949834
2023-01-10,TV,1.0723448600282957,5.897896730155626
2023-01-10,Fridge,2.918433958124206,16.051386769683134
2023-01-10,AC,28.480725389738968,156.6439896435643
2023-01-10,Fan,1.357188911254021,7.4645390118971156
2023-01-10,Light,0.45746267251264183,2.51604469881953
2023-01-10,TV,0.7294847758710004,4.012166267290502
2023-01-10,Fridge,3.1543559047353473,17.34895747604441
2023-01-10,AC,26.055097870015693,143.3030382850863
2023-01-10,Fan,1.408650249036346,7.747576369699903
2023-01-10,Light,0.43888796633593596,2.413883814847648
2023-01-10,TV,0.7906433721212693,4.3485385466669815
2023-01-10,Fridge,3.565200835075978,19.608604592917878
2023-01-10,AC,24.540055726749134,134.97030649712025
2023-01-10,Fan,1.3058773428248538,7.1823253855366955
2023-01-10,Light,0.301528404616018,1.658406225388099
2023-01-10,TV,0.9915508669817643,5.4535297683997035
2023-01-10,Fridge,2.659008037514174,14.624544206327958
2023-01-10,AC,30.57275728919381,168.15016509056596
2023-01-10,Fan,1.829758797903333,10.063673388468331
2023-01-10,Light,0.4012459843303708,2.2068529138170394
2023-01-10,TV,1.3059713712611816,7.182842541936498
2023-01-10,Fridge,3.5919286925588882,19.755607809073886
2023-01-10,AC,23.92312999804313,131.5772149892372
2023-01-10,Fan,1.3054954633118039,7.180225048214921
2023-01-10,Light,0.18078009634915782,0.9942905299203679
2023-01-11,TV,0.7385457801420657,4.062001790781362
2023-01-11,Fridge,2.5150640315866735,13.832852173726703
2023-01-11,AC,26.44404173255533,145.44222952905432
2023-01-11,Fan,1.3109056241339936,7.209980932736965
2023-01-11,Light,0.426689238349979,2.3467908109248845
2023-01-11,TV,1.3566088010897912,7.461348405993852
2023-01-11,Fridge,2.8366117732965694,15.601364753131133
2023-01-11,AC,24.583807987461807,135.21094393103994
2023-01-11,Fan,1.5269446628498144,8.39819564567398
2023-01-11,Light,0.45893647512178987,2.5241506131698443
2023-01-11,TV,0.8625883174674562,4.744235746071009
2023-01-11,Fridge,3.5557948009557907,19.55687140525685
2023-01-11,AC,24.045867503168402,132.2522712674262
2023-01-11,Fan,1.9027702029549487,10.465236116252218
2023-01-11,Light,0.43559669805325585,2.395781839292907
2023-01-11,TV,0.9733216917248166,5.353269304486491
2023-01-11,Fridge,2.514121202524989,13.82766661388744
2023-01-11,AC,32.145813061507596,176.80197183829176
2023-01-11,Fan,1.6215183871436516,8.918351129290084
2023-01-11,Light,0.22686489580466562,1.247756926925661
2023-01-11,TV,1.392262353832759,7.657442946080175
2023-01-11,Fridge,3.1870013397634267,17.528507368698847
2023-01-11,AC,27.94400656386555,153.69203610126053
2023-01-11,Fan,1.3879733643600907,7.6338535039804984
2023-01-11,Light,0.13200165155877897,0.7260090835732843
2023-01-12,TV,1.226252204079559,6.744387122437574
2023-01-12,Fridge,3.1461617237605313,17.303889480682923
2023-01-12,AC,27.694710703362134,152.32090886849173
2023-01-12,Fan,1.4894567124709632,8.192011918590298
2023-01-12,Light,0.20316720908287744,1.117419649955826
2023-01-12,TV,0.7521403526712458,4.136771939691852
2023-01-12,Fridge,3.2564805019189644,17.910642760554303
2023-01-12,AC,22.001591404041918,121.00875272223055
2023-01-12,Fan,1.6635755647731776,9.149665606252476
2023-01-12,Light,0.45204578829935177,2.486251835646435
2023-01-12,TV,1.4117088193118872,7.76439850621538
2023-01-12,Fridge,2.641952669791145,14.530739683851298
2023-01-12,AC,27.630731883928,151.969025361604
2023-01-12,Fan,1.3026310492420858,7.164470770831472
2023-01-12,Light,0.12895808269648437,0.7092694548306641
2023-01-12,TV,1.3553650002946978,7.454507501620838
2023-01-12,Fridge,3.3498925142308154,18.424408828269485
2023-01-12,AC,19.383007055865708,106.60653880726139
2023-01-12,Fan,1.3094719034133764,7.20209546877357
2023-01-12,Light,0.4628804797187622,2.545842638453192
2023-01-12,TV,0.9144934672433902,5.029714069838646
2023-01-12,Fridge,2.9507908367641775,16.229349602202976
2023-01-12,AC,33.2726667493071,182.99966712118905
2023-01-12,Fan,1.3980038369038748,7.689021102971311
2023-01-12,Light,0.3829206488139461,2.1060635684767037
2023-01-13,TV,0.8776544990773464,4.827099744925405
2023-01-13,Fridge,3.5848099135751306,19.716454524663217
2023-01-13,AC,27.04839245099501,148.76615848047254
2023-01-13,Fan,1.9164740358263974,10.540607197045185
2023-01-13,Light,0.1331924511749339,0.7325584814621364
2023-01-13,TV,0.8820127870942784,4.8510703290185315
2023-01-13,Fridge,2.6043106868997263,14.323708777948495
2023-01-13,AC,27.999356265242277,153.99645945883253
2023-01-13,Fan,1.4470504079320285,7.958777243626157
2023-01-13,Light,0.20389610960944993,1.1214286028519747
2023-01-13,TV,1.1360806024717918,6.248443313594855
2023-01-13,Fridge,3.256235722260983,17.909296472435404
2023-01-13,AC,29.92227104166927,164.57249072918097
2023-01-13,Fan,1.9136784175970016,10.52523129678351
2023-01-13,Light,0.3545708491675943,1.9501396704217686
2023-01-13,TV,1.3509954878709578,7.430475183290268
2023-01-13,Fridge,2.5249952030289493,13.887473616659221
2023-01-13,AC,24.949221261676982,137.2207169392234
2023-01-13,Fan,1.2082117260783003,6.645164493430651
2023-01-13,Light,0.13229239748903887,0.7276081861897138
2023-01-13,TV,0.8735007150292522,4.804253932660887
2023-01-13,Fridge,2.9071076722559637,15.9890921974078
2023-01-13,AC,22.672561219576995,124.69908670767347
2023-01-13,Fan,1.4663183907940822,8.064751149367453
2023-01-13,Light,0.18231586011039677,1.0027372306071822
2023-01-14,TV,1.3319228743689888,7.325575809029439
2023-01-14,Fridge,3.3313029885792793,18.322166437186038
2023-01-14,AC,24.28049909579584,133.54274502687713
2023-01-14,Fan,1.79293855475024,9.861162051126321
2023-01-14,Light,0.1678019109153209,0.9229105100342649
2023-01-14,TV,1.0558675443583942,5.807271493971168
2023-01-14,Fridge,3.250865660809739,17.879761134453563
2023-01-14,AC,22.288992977213102,122.58946137467206
2023-01-14,Fan,1.2738901382039922,7.006395760121957
2023-01-14,Light,0.270124035793982,1.485682196866901
2023-01-14,TV,0.7429396695949998,4.086168182772499
2023-01-14,Fridge,2.6005084976528225,14.302796737090524
2023-01-14,AC,34.24141931651319,188.32780624082253
2023-01-14,Fan,1.6196902424111255,8.90829633326119
2023-01-14,Light,0.2263060739817104,1.2446834068994073
2023-01-14,TV,1.3325626887524507,7.3290947881384785
2023-01-14,Fridge,3.1993478136704163,17.596412975187288
2023-01-14,AC,21.157192768043622,116.36456022423992
2023-01-14,Fan,1.7632866712682131,9.698076691975173
2023-01-14,Light,0.4452629170894998,2.448946043992249
2023-01-14,TV,1.427609306076212,7.851851183419166
2023-01-14,Fridge,2.7062423756878724,14.884333066283299
2023-01-14,AC,31.464380893301406,173.05409491315774
2023-01-14,Fan,1.846500638571098,10.15575351214104
2023-01-14,Light,0.20346971214662785,1.1190834168064532
2023-01-15,TV,1.4361749454897503,7.898962200193627
2023-01-15,Fridge,3.3281142579909324,18.304628418950127
2023-01-15,AC,32.16410976072779,176.90260368400286
2023-01-15,Fan,1.5169155379733688,8.343035458853528
2023-01-15,Light,0.248395173476403,1.3661734541202164
2023-01-15,TV,1.3720564142953982,7.54631027862469
2023-01-15,Fridge,2.766831650523079,15.217574077876932
2023-01-15,AC,34.917733827019454,192.047536048607
2023-01-15,Fan,1.7213689079403955,9.467528993672175
2023-01-15,Light,0.27869725372011017,1.532834895460606
2023-01-15,TV,0.9656511890593162,5.311081539826239
2023-01-15,Fridge,2.8147318629752855,15.481025246364071
2023-01-15,AC,26.569861117249346,146.1342361448714
2023-01-15,Fan,1.2285238733534387,6.756881303443913
2023-01-15,Light,0.13903586472132307,0.7646972559672769
2023-01-15,TV,0.9328306763412616,5.130568719876939
2023-01-15,Fridge,3.4803140301947857,19.14172716607132
2023-01-15,AC,25.578371340179984,140.68104237098993
2023-01-15,Fan,1.9008199718329748,10.454509845081361
2023-01-15,Light,0.327681054145301,1.8022457977991557
2023-01-15,TV,1.2928677617696154,7.110772689732885
2023-01-15,Fridge,2.4518080424819453,13.4849442336507
2023-01-15,AC,26.018858273135898,143.10372050224743
2023-01-15,Fan,1.5963716082486927,8.78004384536781
2023-01-15,Light,0.12682639637336565,0.6975451800535111
2023-01-16,TV,1.1256766352734544,6.191221494003999
2023-01-16,Fridge,3.258398831254929,17.92119357190211
2023-01-16,AC,27.8241769613047,153.03297328717585
2023-01-16,Fan,1.4846478801380485,8.165563340759267
2023-01-16,Light,0.4536717141857044,2.495194428021374
2023-01-16,TV,0.740805867799818,4.074432272898999
2023-01-16,Fridge,2.9029137735493835,15.96602575452161
2023-01-16,AC,25.371852066315007,139.54518636473253
2023-01-16,Fan,1.5363655891545214,8.450010740349867
2023-01-16,Light,0.17903279411106846,0.9846803676108765
2023-01-16,TV,1.191015489080013,6.550585189940072
2023-01-16,Fridge,2.8435090540597465,15.639299797328606
2023-01-16,AC,35.911523120198275,197.51337716109052
2023-01-16,Fan,1.5059236573692052,8.282580115530628
2023-01-16,Light,0.4631355963299612,2.5472457798147867
2023-01-16,TV,0.8858350667649063,4.872092867206985
2023-01-16,Fridge,3.5300762243446524,19.415419233895587
2023-01-16,AC,26.492649968455975,145.70957482650786
2023-01-16,Fan,1.8734801931146576,10.304141062130617
2023-01-16,Light,0.22266800047616214,1.2246740026188918
2023-01-16,TV,1.3009037844706963,7.15497081458883
2023-01-16,Fridge,2.9909306352766794,16.450118494021737
2023-01-16,AC,35.2656415126896,193.96102831979277
2023-01-16,Fan,1.281566256528059,7.0486144109043245
2023-01-16,Light,0.39470113189723527,2.170856225434794
2023-01-17,TV,0.830673171132914,4.568702441231027
2023-01-17,Fridge,2.8282611768100305,15.555436472455169
2023-01-17,AC,29.662215448715703,163.14218496793637
2023-01-17,Fan,1.3139404427305303,7.226672435017917
2023-01-17,Light,0.25638234456175985,1.4101028950896792
2023-01-17,TV,1.311390768581397,7.212649227197684
2023-01-17,Fridge,2.5580747562226525,14.069411159224588
2023-01-17,AC,31.305919784136677,172.18255881275172
2023-01-17,Fan,1.2761856477899178,7.019021062844548
2023-01-17,Light,0.2645952545557199,1.4552739000564596
2023-01-17,TV,1.0565548529054787,5.811051690980133
2023-01-17,Fridge,3.167863603944562,17.42324982169509
2023-01-17,AC,35.391437875075006,194.65290831291253
2023-01-17,Fan,1.6134317737310009,8.873874755520506
2023-01-17,Light,0.3354241252856509,1.84483268907108
2023-01-17,TV,0.8428114880612211,4.635463184336716
2023-01-17,Fridge,2.850459516171643,15.677527338944037
2023-01-17,AC,26.583722630960654,146.2104744702836
2023-01-17,Fan,1.7764751920661142,9.770613556363628
2023-01-17,Light,0.3628136645218125,1.9954751548699687
2023-01-17,TV,1.266571333247608,6.966142332861844
2023-01-17,Fridge,3.12001810613754,17.16009958375647
2023-01-17,AC,20.320141560402543,111.76077858221399
2023-01-17,Fan,1.8658694086123595,10.262281747367977
2023-01-17,Light,0.25111370751709094,1.3811253913440003
2023-01-18,TV,1.0464793866113278,5.755636626362302
2023-01-18,Fridge,3.3405197826750705,18.372858804712887
2023-01-18,AC,25.337043398122482,139.35373868967366
2023-01-18,Fan,1.3266490182941741,7.296569600617958
2023-01-18,Light,0.4096668907626159,2.2531678991943878
2023-01-18,TV,1.0789680082219695,5.934324045220832
2023-01-18,Fridge,2.8832280398905565,15.85775421939806
2023-01-18,AC,24.905579321796655,136.9806862698816
2023-01-18,Fan,1.7477797858241249,9.612788822032687
2023-01-18,Light,0.42312375978234923,2.327180678802921
2023-01-18,TV,0.9776398894302089,5.377019391866149
2023-01-18,Fridge,2.8122321352734394,15.467276744003916
2023-01-18,AC,29.566825286121265,162.61753907366696
2023-01-18,Fan,1.9108169100881502,10.509493005484826
2023-01-18,Light,0.4360308998606887,2.398169949233788
2023-01-18,TV,1.2155361118669676,6.685448615268322
2023-01-18,Fridge,2.794016779112079,15.367092285116435
2023-01-18,AC,23.11269234448588,127.11980789467233
2023-01-18,Fan,1.3550487740145132,7.452768257079822
2023-01-18,Light,0.2645534105570335,1.4550437580636844
2023-01-18,TV,1.4308048362960204,7.869426599628112
2023-01-18,Fridge,2.651822402937519,14.585023216156355
2023-01-18,AC,24.144905708979486,132.79698139938716
2023-01-18,Fan,1.3270653171097206,7.298859244103464
2023-01-18,Light,0.21824416472202154,1.2003429059711186
2023-01-19,TV,0.9838652058221944,5.4112586320220695
2023-01-19,Fridge,3.161769563663137,17.389732600147255
2023-01-19,AC,31.604721410724924,173.82596775898708
2023-01-19,Fan,1.2037045959991857,6.620375277995521
2023-01-19,Light,0.4300126250816831,2.365069437949257
2023-01-19,TV,1.3181528197659313,7.249840508712622
2023-01-19,Fridge,2.9917679712660767,16.45472384196342
2023-01-19,AC,32.13114514845762,176.7212983165169
2023-01-19,Fan,1.357311353564446,7.465212444604454
2023-01-19,Light,0.1913808954281509,1.0525949248548299
2023-01-19,TV,1.3287300945409348,7.308015519975141
2023-01-19,Fridge,3.0366774831692664,16.701726157430965
2023-01-19,AC,35.61283516643278,195.87059341538028
2023-01-19,Fan,1.2830098509583967,7.056554180271182
2023-01-19,Light,0.2951476036304913,1.6233118199677021
2023-01-19,TV,1.1885902593399027,6.537246426369465
2023-01-19,Fridge,3.4446337076592717,18.945485392125995
2023-01-19,AC,33.86143941053838,186.2379167579611
2023-01-19,Fan,1.913439482010291,10.5239171510566
2023-01-19,Light,0.437714518820442,2.407429853512431
2023-01-19,TV,1.4099975114917842,7.754986313204813
2023-01-19,Fridge,2.5540254696671774,14.047140083169475
2023-01-19,AC,23.72887318681811,130.5088025274996
2023-01-19,Fan,1.8521603706923042,10.186882038807672
2023-01-19,Light,0.2447933290317965,1.3463633096748808
2023-01-20,TV,1.2606993268481803,6.933846297664992
2023-01-20,Fridge,3.2228150871090047,17.725482979099525
2023-01-20,AC,24.35364759675687,133.94506178216278
2023-01-20,Fan,1.4235247939422888,7.829386366682589
2023-01-20,Light,0.3885810740133219,2.1371959070732705
2023-01-20,TV,1.0312093816021455,5.6716515988118
2023-01-20,Fridge,2.506654524532456,13.786599884928506
2023-01-20,AC,21.41145893428036,117.763024138542
2023-01-20,Fan,1.2760213696673304,7.018117533170317
2023-01-20,Light,0.14519359422939188,0.7985647682616553
2023-01-20,TV,1.349300661389365,7.421153637641508
2023-01-20,Fridge,3.249617347454251,17.87289541099838
2023-01-20,AC,30.625619169193445,168.44090543056396
2023-01-20,Fan,1.552547023285601,8.539008628070805
2023-01-20,Light,0.3441774666793757,1.8929760667365665
2023-01-20,TV,1.429599356168997,7.862796458929484
2023-01-20,Fridge,2.7533921279329046,15.143656703630976
2023-01-20,AC,26.82126259398897,147.51694426693933
2023-01-20,Fan,1.80899859001615,9.949492245088825
2023-01-20,Light,0.13815239768621485,0.7598381872741816
2023-01-20,TV,1.0694584330533061,5.882021381793184
2023-01-20,Fridge,2.488544719813581,13.686995958974695
2023-01-20,AC,23.046913661502884,126.75802513826586
2023-01-20,Fan,1.463857289628349,8.05121509295592
2023-01-20,Light,0.1272066671076403,0.6996366690920217
2023-01-21,TV,1.070472855159711,5.88760070337841
2023-01-21,Fridge,2.5783374276036746,14.18085585182021
2023-01-21,AC,22.633123993248194,124.48218196286507
2023-01-21,Fan,1.5944784171256938,8.769631294191315
2023-01-21,Light,0.3816421680007292,2.0990319240040107
2023-01-21,TV,1.0244937784727024,5.634715781599863
2023-01-21,Fridge,3.3153183588311386,18.234250973571264
2023-01-21,AC,35.90751081350089,197.4913094742549
